# # # # # # # # # # # # # # # # # # # # # Date		CASH		BOND L		BOND NL		EQT		GOVI		ETF		OTHERS
20180123.00	289055.03	3129571.25	1166346.15	2300271.31	404620.00	246249.00	 52828.33
20180124.00	431834.03	3130205.75	1166804.15	2289369.31	404672.00	244884.90	 53219.79
20180125.00	513725.03	3127624.25	1166089.15	2267513.77	404400.00	244866.10	 53611.23
20180126.00	525947.03	3226767.75	1165187.67	2291909.94	404340.00	246268.60	 54006.39
20180129.00	533825.07	3223508.75	1165400.67	2275374.19	404140.00	245210.20	 55191.93
20180130.00	440024.77	3217350.50	1165724.67	2384948.44	404192.00	303157.40	 55587.12
20180131.00	501303.40	3217945.25	1165928.67	2397305.51	404352.00	303221.60	 51999.73
20180201.00	367878.71	3416511.00	1166004.67	2398137.17	404744.00	303353.80	 47201.31
20180202.00	319463.14	3410974.75	1165546.67	2460055.99	404472.00	337891.35	 47596.65
20180205.00	356891.90	3409712.25	1165132.79	2422964.47	404272.00	333151.43	 48824.54
20180206.00	376734.90	3406146.50	1165928.79	2379386.16	404316.00	327423.79	 49242.93
20180207.00	411424.40	3411954.25	1165759.79	2435496.84	404528.00	333889.16	 49661.26
20180208.00	437224.64	3407546.25	1165845.79	2483724.45	404364.00	326523.76	 50079.61
20180209.00	446962.87	3397877.25	1165117.63	2498167.95	403756.00	322482.36	 50498.09
20180212.00	471584.37	3399857.50	1165133.63	2490398.25	403996.00	324643.49	 51753.44
20180213.00	521946.87	3390953.50	1164682.63	2476964.20	403584.00	320645.85	 52171.90
20180214.00	549471.37	3390917.25	1165205.63	2510400.17	403648.00	325985.05	 52590.38
20180215.00	551357.48	3395674.25	1164182.63	2519745.55	403612.00	326184.37	 51122.73
20180216.00	562278.98	3400253.75	1163205.63	2559152.38	403716.00	330699.12	 51541.18
20180219.00	582458.30	3863070.38	699649.00	2551552.60	403692.00	328196.58	 52796.54
20180220.00	602451.30	3860793.88	699893.00	2547579.70	403640.00	328460.54	 53215.00
20180221.00	634697.80	3859777.38	699800.00	2532359.07	403768.00	327221.86	 51383.46
20180222.00	499540.80	4007802.88	699970.00	2528173.68	403548.00	325749.78	 51801.91
20180223.00	529312.30	4000903.13	699689.00	2516554.27	403356.00	326654.25	 52220.38
20180226.00	599301.80	4002693.38	700440.00	2540105.16	403624.00	328418.04	 53475.78
20180227.00	624298.30	4005407.63	699550.00	2525272.33	403384.00	326659.61	 53894.22
20180228.00	655252.13	4008240.38	699982.00	2512828.48	403288.00	325394.40	 54312.66
20180301.00	710091.63	4009301.88	700721.00	2467788.02	403168.00	321841.72	 54868.30
20180302.00	669242.51	4006053.49	700652.00	2452459.34	403376.00	375753.21	 49427.67
20180305.00	669302.23	4000492.99	700919.00	2456573.24	403176.00	376488.53	 50309.33
20180306.00	784457.86	3905290.74	700033.00	2502522.38	403756.00	383155.43	 49988.82
20180307.00	784457.86	3905978.99	700022.00	2517557.38	403868.00	385972.37	 50407.81
20180308.00	789875.11	3909600.24	700553.00	2547120.40	403996.00	391930.08	 50826.79
20180309.00	810609.61	3707890.10	903995.00	2578560.84	403904.00	393517.80	 51245.76
20180312.00	815606.11	3711651.60	903660.00	2581171.29	403788.00	395083.35	 52502.67
20180313.00	1122060.35	3710004.10	703532.00	2583760.02	403900.00	393431.58	 51462.90
20180314.00	1166846.10	3706317.10	704534.00	2567578.37	403836.00	390415.58	 51881.89
20180315.00	900315.68	4064234.21	704459.00	2582088.99	403752.00	394304.32	 54770.83
20180316.00	956080.18	4065347.44	703513.00	2574422.54	403704.00	394329.49	 55181.44
20180319.00	855156.60	4163816.19	704833.00	2578950.61	403964.00	392779.41	 56802.72
20180320.00	855156.60	4161447.44	704416.00	2572559.65	404364.00	394185.06	 57235.90
20180321.00	857341.60	4161170.44	703990.00	2558427.89	404208.00	392245.43	 57668.96
20180322.00	664877.63	4349627.94	704374.00	2533703.47	404416.00	386970.02	 58837.53
20180323.00	679346.89	4344890.61	704142.00	2523246.63	404572.00	386873.76	 59282.09
20180326.00	701991.39	4345587.36	703866.00	2512682.13	404436.00	382175.36	 60615.78
20180327.00	698367.99	4347905.86	704436.00	2547151.94	404760.00	385806.49	 61065.11
20180328.00	704705.99	4346369.11	704517.00	2543503.67	404940.00	384942.92	 61514.48
20180329.00	724402.49	4347059.61	704358.00	2559735.58	405220.00	388538.49	 58213.85
20180304.00	725620.95	4347691.09	704170.00	2564224.55	405388.00	389152.67	 59531.70
20180404.00	726120.45	4347839.09	706643.00	2550501.79	405948.00	387433.15	 59982.02
20180405.00	715531.50	4351635.59	706709.00	2582430.95	405612.00	393495.45	 60443.45
20180406.00	726434.50	4353927.54	702909.00	2587464.60	405660.00	393646.21	 60904.90
20180409.00	762741.10	4356510.04	702244.00	2564106.04	405852.00	394687.44	 62289.11
20180410.00	758616.02	4358227.54	701907.00	2597981.19	405660.00	396199.71	 62750.54
20180411.00	774531.03	4358961.79	702576.00	2574204.54	405668.00	392815.61	 63211.96
20180412.00	897586.15	4259252.79	701773.00	2596397.36	405444.00	395811.70	 62656.27
20180413.00	907429.65	4263427.04	702010.00	2591232.57	405620.00	396578.57	 63117.70
20180416.00	936940.86	4237932.74	702067.00	2581383.60	405668.00	396860.93	 64321.96
20180417.00	942862.36	4240194.99	701353.00	2591819.48	405996.00	400332.55	 64779.39
20180418.00	438418.36	4235727.49	702559.00	2602938.42	406092.00	402698.70	 65236.88
20180419.00	790465.14	4228982.24	702200.00	2576270.37	101480.00	400779.34	 65396.58
20180420.00	808770.64	4231126.74	701711.00	2579707.86	101444.00	401654.01	 64127.38
20180423.00	848563.14	4229596.74	703199.00	2586788.39	101518.00	404009.25	 65503.41
20180424.00	1087056.41	4231249.49	702812.00	2423368.16	101552.00	374353.19	 65959.73
20180425.00	1094805.91	4227089.49	702841.00	2390138.80	101560.00	372212.74	 66416.15
20180426.00	387010.91	4428412.99	703192.00	2396977.10	101579.00	373513.09	 68145.01
20180427.00	559701.58	4277594.65	702947.00	2397563.41	101614.00	373849.42	 68163.49
20180430.00	780065.43	4077609.90	702737.00	2402006.59	101485.00	374400.70	 64008.26
20180502.00	829827.93	4078860.40	702488.00	2434147.68	101492.00	379665.42	 64920.53
20180503.00	850023.92	4073762.65	702965.00	2431756.89	101522.00	377870.33	 65376.69
20180504.00	850023.92	4071424.90	703159.00	2440870.96	101493.00	381142.47	 65832.62
20180507.00	341347.09	4073198.15	702945.00	2449846.03	101491.00	384280.36	 67200.39
20180508.00	351353.73	4067377.54	702666.00	2434859.83	101418.00	379078.22	 67645.94
